学生ID,学生姓名,性别,民族,入学年份,出生日期,家庭住址,家庭类型,政治面貌,入学排名,宿舍号,是否退学
14794,孔子涵,女,汉族,2017,2001-03-15,江西省南昌市南昌县,城镇,共青团员,253,621,0
14795,韩春萍,女,汉族,2017,2001-11-01,黑龙江省齐齐哈尔市克山县,城镇,共青团员,254,-1,0
14796,姜姬,女,汉族,2016,2002-06-01,福建省龙岩市永定区,城镇,共青团员,255,-1,0
14797,朱冬灵,女,汉族,2016,2002-05-05,江苏省徐州市贾汪区,城镇,共青团员,256,-1,0
14798,严之瑶,女,汉族,2017,2002-11-25,贵州省黔东南苗族侗族自治州黄平县,城镇,共青团员,257,-1,0
14799,魏丽丽,男,汉族,2017,2001-06-10,黑龙江省大庆市龙凤区,城镇,共青团员,258,-1,0
14856,云美琳,女,汉族,2017,2002-07-11,新疆维吾尔自治区阿克苏地区新和县,城镇,共青团员,259,618,0
14800,水凌迦,男,汉族,2016,2001-09-15,四川省达州市达川区,城镇,共青团员,260,-1,0
14801,钱怡,男,汉族,2017,2002-10-27,安徽省宿州市灵璧县,城镇,共青团员,261,-1,0
14802,郑翠安,男,汉族,2017,2002-04-26,湖南省怀化市中方县,城镇,共青团员,262,-1,0
14803,朱苑,女,汉族,2017,2001-04-13,重庆市重庆市大渡口区,城镇,共青团员,263,-1,0
14804,朱明艳,女,汉族,2016,2002-10-24,四川省成都市武侯区,城镇,共青团员,264,612,0
14805,周忠娇,男,汉族,2016,2002-02-27,四川省广元市苍溪县,城镇,共青团员,265,310,0
14806,严红恋,女,汉族,2017,2002-01-23,山东省莱芜市钢城区,城镇,共青团员,266,-1,0
14807,苏忠娇,女,汉族,2017,2002-04-01,四川省德阳市德阳市,城镇,共青团员,267,-1,0
14808,朱紫萱,女,汉族,2017,2001-07-07,内蒙古自治区乌兰察布市商都县,城镇,共青团员,268,603,0
14809,冯秋,男,汉族,2017,2001-07-26,新疆维吾尔自治区阿克苏地区沙雅县,城镇,共青团员,269,-1,0
14810,魏之柔,男,汉族,2017,2002-10-12,山东省临沂市罗庄区,城镇,共青团员,270,-1,0
14811,曹紫萱,男,汉族,2016,2001-11-22,云南省昭通市鲁甸县,城镇,共青团员,271,310,0
14812,吴苑,男,汉族,2016,2001-10-04,河南省新乡市红旗区,城镇,共青团员,272,-1,0
14813,王凤美,女,汉族,2016,2001-07-11,广东省肇庆市四会市,城镇,共青团员,273,-1,0
14814,何世群,女,汉族,2016,2002-08-20,黑龙江省牡丹江市穆棱市,城镇,共青团员,274,-1,0
14815,魏之念,男,汉族,2016,2001-11-23,湖北省黄冈市英山县,城镇,共青团员,275,-1,0
14816,冯宗莉,女,汉族,2016,2002-04-04,山西省运城市绛县,城镇,共青团员,276,-1,0
14817,张南莲,女,汉族,2017,2001-02-04,湖南省湘潭市韶山市,城镇,共青团员,277,-1,0
14876,许阳涌,女,汉族,2016,2002-02-17,河北省承德市平泉县,城镇,共青团员,278,-1,0
14818,严欣悦,女,汉族,2016,2002-01-01,山东省济南市平阴县,城镇,共青团员,279,-1,0
14819,陶琼琼,女,汉族,2017,2002-05-25,江苏省苏州市太仓市,城镇,共青团员,280,-1,0
14820,吴梅梅,女,汉族,2017,2001-04-14,黑龙江省鸡西市密山市,城镇,共青团员,281,-1,0
14821,褚紫萱,女,汉族,2016,2002-07-19,广东省茂名市信宜市,城镇,共青团员,282,-1,0
14822,曹冰露,女,汉族,2016,2001-10-09,广西壮族自治区河池市环江毛南族自治县,城镇,共青团员,283,-1,0
14823,尹夏雪,男,汉族,2016,2002-10-03,辽宁省辽阳市宏伟区,城镇,共青团员,284,-1,0
14825,张园,男,汉族,2017,2001-01-09,安徽省亳州市利辛县,城镇,一般,285,314,0
14826,郑慧娟,女,汉族,2016,2001-01-01,河南省洛阳市涧西区,城镇,共青团员,286,-1,0
14827,卫雁,男,汉族,2017,2002-11-25,河北省定州市,城镇,共青团员,287,314,0
14828,钱琦,女,汉族,2017,2002-04-19,河南省濮阳市清丰县,城镇,共青团员,288,-1,0
14829,曹欣淼,男,汉族,2017,2001-10-14,湖南省益阳市赫山区,城镇,共青团员,289,-1,0
14830,戚痴梦,男,汉族,2017,2002-06-22,江苏省常州市金坛区,城镇,共青团员,290,-1,0
14831,秦厚菊,女,汉族,2016,2001-02-23,贵州省黔东南苗族侗族自治州麻江县,城镇,共青团员,291,-1,0
14832,韩凌旋,女,汉族,2017,2002-09-01,四川省阿坝藏族羌族自治州若尔盖县,城镇,共青团员,292,-1,0
14833,朱滢,女,汉族,2017,2001-05-03,内蒙古自治区赤峰市赤峰市,城镇,共青团员,293,-1,0
14834,卫燕,男,汉族,2016,2001-02-19,吉林省延边朝鲜族自治州延吉市,城镇,共青团员,294,314,0
14835,水缘双,女,汉族,2017,2002-07-22,山东省潍坊市奎文区,城镇,共青团员,295,-1,0
14836,严德群,女,汉族,2016,2002-06-04,重庆市重庆市黔江区,城镇,共青团员,296,613,0
14837,周春萍,女,汉族,2016,2002-07-25,山西省大同市新荣区,城镇,共青团员,297,613,0
14838,郑敏婷,女,汉族,2017,2002-07-18,贵州省毕节市赫章县,城镇,共青团员,298,-1,0
14839,陶花长,女,满族,2016,2001-11-24,云南省昭通市大关县,城镇,共青团员,299,-1,0
14840,何永珍,男,汉族,2016,2001-05-18,福建省三明市建宁县,城镇,共青团员,300,-1,0
14841,孔亦寒,女,汉族,2017,2001-08-22,山东省德州市禹城市,城镇,共青团员,301,-1,0
14842,郑晓云,男,汉族,2017,2001-02-06,山西省运城市河津市,城镇,共青团员,302,-1,0
14843,朱蕊,男,汉族,2017,2001-06-21,广东省珠海市香洲区,城镇,共青团员,303,302,0
14844,吴秋,女,汉族,2017,2002-02-11,内蒙古自治区呼和浩特市托克托县,城镇,共青团员,304,611,0
14845,秦欣悦,女,汉族,2016,2002-11-12,云南省昆明市寻甸回族彝族自治县,城镇,共青团员,305,611,0
14846,沈心菲,男,汉族,2016,2001-02-22,河南省郑州市登封市,城镇,共青团员,306,302,0
14847,喻欣阳,女,汉族,2016,2001-01-26,湖南省湘西土家族苗族自治州龙山县,城镇,共青团员,307,-1,0
14848,陈莺,男,汉族,2017,2001-07-01,山东省日照市日照市,城镇,共青团员,308,-1,0
14849,钱婷,女,汉族,2016,2002-01-21,江西省赣州市兴国县,城镇,共青团员,309,-1,0
14850,沈凌珍,男,汉族,2016,2001-06-17,河南省周口市扶沟县,城镇,共青团员,310,308,0
14851,姜太红,女,汉族,2016,2002-11-17,浙江省丽水市缙云县,城镇,共青团员,311,611,0
14852,华丽,女,汉族,2017,2002-10-16,黑龙江省伊春市铁力市,城镇,共青团员,312,-1,0
14853,韩倩,男,汉族,2017,2002-03-14,四川省阿坝藏族羌族自治州九寨沟县,城镇,共青团员,313,312,0
14854,杨美娟,女,汉族,2016,2001-02-03,云南省曲靖市会泽县,城镇,共青团员,314,609,0
14855,陶含玉,男,汉族,2017,2002-02-25,山西省临汾市隰县,城镇,共青团员,315,308,0
14857,曹谷波,男,汉族,2016,2001-11-14,青海省海西蒙古族藏族自治州德令哈市,城镇,共青团员,316,-1,0
14858,陶念,女,汉族,2017,2002-09-04,陕西省宝鸡市麟游县,城镇,共青团员,317,-1,0
14859,华莉,男,汉族,2017,2001-06-06,福建省福州市闽清县,城镇,共青团员,318,-1,0
14860,吕鑫月,女,汉族,2016,2001-08-26,江西省宜春市高安市,城镇,共青团员,319,609,0
14921,魏梦,男,汉族,2016,2002-08-22,上海市上海市浦东新区,城镇,共青团员,320,206,0
14861,姜海燕,女,汉族,2017,2001-11-19,河北省邯郸市磁县,城镇,共青团员,321,-1,0
14862,冯艺,女,汉族,2016,2001-04-02,宁夏回族自治区吴忠市吴忠市,城镇,共青团员,322,602,0
14882,乐勤,男,汉族,2016,2001-02-26,山东省济宁市金乡县,城镇,共青团员,323,-1,0
14863,孔政群,男,汉族,2017,2001-02-24,甘肃省临夏回族自治州东乡族自治县,城镇,共青团员,324,-1,0
14864,褚虹,女,汉族,2016,2002-04-13,辽宁省锦州市古塔区,城镇,共青团员,325,-1,0
14865,令狐琦,男,汉族,2017,2001-09-09,贵州省黔西南布依族苗族自治州普安县,城镇,共青团员,326,-1,0
14866,尤筠,男,汉族,2016,2002-09-01,新疆维吾尔自治区和田地区民丰县,城镇,共青团员,327,312,0
14867,褚瑞,女,汉族,2017,2001-09-06,黑龙江省牡丹江市牡丹江市,城镇,共青团员,328,606,0
14868,沈千萍,男,汉族,2017,2002-02-25,湖北省鄂州市鄂城区,城镇,共青团员,329,302,0
14869,亓官宗莉,男,汉族,2017,2001-04-26,四川省阿坝藏族羌族自治州理县,城镇,共青团员,330,306,0
14870,王翠柔,女,汉族,2016,2001-06-21,江苏省徐州市徐州市,城镇,共青团员,331,-1,0
14872,李侦,女,汉族,2016,2001-05-09,安徽省马鞍山市雨山区,城镇,共青团员,332,-1,0
14873,孟之念,男,汉族,2017,2001-08-21,河北省邯郸市磁县,城镇,共青团员,333,-1,0
14874,孙瑶,男,汉族,2017,2001-01-20,黑龙江省哈尔滨市哈尔滨市,城镇,共青团员,334,-1,0
14875,雷青,女,汉族,2017,2001-04-03,四川省凉山彝族自治州宁南县,城镇,共青团员,335,617,0
14877,王雅瑄,女,汉族,2017,2001-09-17,甘肃省庆阳市庆阳市,城镇,共青团员,336,606,0
14878,华雁,女,汉族,2017,2001-09-10,贵州省黔东南苗族侗族自治州丹寨县,城镇,共青团员,337,612,0
14879,陈黄萍,男,汉族,2016,2001-09-05,河南省安阳市北关区,城镇,共青团员,338,-1,0
14880,郑太红,男,汉族,2016,2001-03-24,福建省福州市鼓楼区,城镇,共青团员,339,-1,0
14881,韩侦,女,汉族,2016,2001-05-18,山西省长治市沁源县,城镇,共青团员,340,621,0
14883,钱二丫,女,汉族,2017,2001-07-16,山东省临沂市沂水县,城镇,共青团员,341,-1,0
14896,褚晓,男,汉族,2017,2002-03-18,山东省潍坊市奎文区,城镇,共青团员,342,211,0
14897,许凝,男,汉族,2016,2002-03-17,广东省河源市紫金县,城镇,共青团员,343,213,0
14898,何伊萍,男,汉族,2017,2002-07-14,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市,城镇,共青团员,344,214,0
14899,陈飘,男,汉族,2016,2002-06-04,云南省大理白族自治州鹤庆县,城镇,共青团员,345,209,0
14900,孔胜敏,男,汉族,2016,2002-02-13,浙江省杭州市临安市,城镇,共青团员,346,209,0
14901,孙菲,男,汉族,2016,2002-02-04,甘肃省张掖市高台县,城镇,共青团员,347,205,0
14902,严功碧,男,汉族,2016,2001-02-10,重庆市重庆市彭水苗族土家族自治县,城镇,共青团员,348,211,0
14903,严璧,男,汉族,2016,2001-02-13,江西省吉安市青原区,城镇,共青团员,349,207,0
14904,吴锦,男,汉族,2017,2002-08-21,甘肃省临夏回族自治州和政县,城镇,共青团员,350,208,0
14905,雷嘉,男,汉族,2016,2002-06-16,河北省廊坊市永清县,城镇,共青团员,351,209,0
14906,奚瑶,男,汉族,2016,2001-10-15,甘肃省定西市临洮县,城镇,一般,352,208,0
14907,曹海燕,男,汉族,2017,2002-01-13,甘肃省定西市安定区,城镇,共青团员,353,208,0
14909,朱婷,男,汉族,2016,2001-05-13,湖南省衡阳市常宁市,城镇,共青团员,354,210,0
14910,蒋荷,男,汉族,2017,2002-09-20,陕西省西安市户县,城镇,共青团员,355,206,0
14912,许武琴,男,汉族,2016,2002-06-02,山东省青岛市市北区,城镇,共青团员,356,213,0
14913,陈宜,男,汉族,2017,2001-01-26,海南省三亚市天涯区,城镇,共青团员,357,214,0
14914,蓟琼,男,汉族,2017,2002-08-01,湖南省湘西土家族苗族自治州龙山县,城镇,共青团员,358,316,0
14915,朱帮菊,男,汉族,2017,2002-05-22,吉林省长春市双阳区,城镇,共青团员,359,212,0
14916,韩晓磊,男,汉族,2017,2002-02-06,西藏自治区拉萨市墨竹工卡县,城镇,共青团员,360,209,0
14917,褚瑾,男,汉族,2016,2001-05-06,云南省红河哈尼族彝族自治州河口瑶族自治县,城镇,共青团员,361,204,0
14918,韩之瑶,男,汉族,2017,2002-04-15,福建省三明市沙县,城镇,共青团员,362,204,0
14919,褚露,男,汉族,2016,2001-02-08,上海市上海市崇明区,城镇,一般,363,212,0
14920,钱之山,男,汉族,2017,2002-10-07,福建省莆田市城厢区,城镇,共青团员,364,316,0
14923,王卿,男,汉族,2016,2002-04-12,江苏省常州市金坛区,城镇,共青团员,365,205,0
14924,戚鑫琳,男,汉族,2016,2001-10-18,广东省汕头市南澳县,城镇,共青团员,366,207,0
14925,杨苑,男,汉族,2017,2002-05-18,四川省成都市简阳市,城镇,共青团员,367,-1,0
14926,尤雪,男,汉族,2016,2001-09-23,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县,城镇,共青团员,368,212,0
14927,赵文秀,男,汉族,2017,2001-06-11,湖北省荆州市监利县,城镇,共青团员,369,-1,0
14928,王有菊,男,汉族,2017,2001-02-06,山西省晋城市陵川县,城镇,共青团员,370,214,0
14929,曹雨祺,男,汉族,2017,2001-05-07,陕西省延安市延安市,城镇,共青团员,371,204,0
14930,华紫霜,男,汉族,2016,2001-07-27,陕西省榆林市横山区,城镇,共青团员,372,210,0
14931,赵兴怡,男,汉族,2017,2001-02-04,甘肃省兰州市城关区,城镇,共青团员,373,213,0
14932,钭冰露,男,汉族,2017,2002-09-26,内蒙古自治区兴安盟乌兰浩特市,城镇,一般,374,205,0
14933,戚启英,男,汉族,2017,2002-11-06,黑龙江省哈尔滨市香坊区,城镇,共青团员,375,203,0
14934,宿嘎妹,男,汉族,2016,2001-04-03,江西省萍乡市上栗县,城镇,共青团员,376,207,0
14935,王妍,男,汉族,2017,2002-11-17,陕西省延安市延长县,城镇,共青团员,377,205,0
14936,钱露,男,汉族,2016,2001-04-10,湖南省湘西土家族苗族自治州泸溪县,城镇,共青团员,378,203,0
14937,伍树平,男,汉族,2017,2002-08-19,福建省泉州市鲤城区,城镇,共青团员,379,207,0
14938,蒋亚,男,汉族,2017,2001-04-22,江苏省无锡市梁溪区,城镇,共青团员,380,210,0
14939,魏莎莎,男,汉族,2017,2002-04-10,新疆维吾尔自治区阿勒泰地区阿勒泰市,城镇,共青团员,381,210,0
14940,杨纨,男,汉族,2017,2001-01-24,贵州省安顺市镇宁布依族苗族自治县,城镇,共青团员,382,206,0
14941,赵清怡,男,汉族,2016,2002-05-19,贵州省黔东南苗族侗族自治州从江县,城镇,共青团员,383,214,0
14942,金琳,男,汉族,2016,2001-08-14,广东省揭阳市榕城区,城镇,共青团员,384,204,0
14943,尤欣,男,汉族,2016,2002-08-11,黑龙江省伊春市友好区,城镇,共青团员,385,204,0
14969,姬怜云,女,汉族,2016,2001-04-19,安徽省宿州市泗县,城镇,共青团员,386,-1,0
14455,韩叶,女,汉族,2016,2001-08-25,四川省阿坝藏族羌族自治州若尔盖县,城镇,共青团员,387,-1,0
14480,赵亚萍,男,汉族,2016,2001-07-02,内蒙古自治区乌兰察布市察哈尔右翼后旗,城镇,共青团员,388,-1,0
15483,王玉亭,女,汉族,2016,2001-07-24,江西省赣州市瑞金市,城镇,共青团员,389,505,0
15991,卫芳,女,汉族,2017,2002-10-25,广东省江门市江海区,城镇,共青团员,390,-1,0
15504,朱火英,女,汉族,2016,2002-07-25,山西省临汾市临汾市,城镇,共青团员,391,-1,0
15925,朱竹,男,汉族,2017,2001-11-24,宁夏回族自治区固原市泾源县,城镇,共青团员,392,307,0
15508,施乐萱,女,汉族,2016,2001-02-02,广东省深圳市深圳市,城镇,共青团员,393,503,0
15995,褚桂兰,男,汉族,2017,2002-06-01,西藏自治区阿里地区革吉县,城镇,共青团员,394,522,0
15512,秦枫,男,汉族,2016,2001-01-19,贵州省毕节市毕节市,城镇,一般,395,413,0
15999,陈思,男,汉族,2016,2002-02-10,云南省丽江市永胜县,城镇,一般,396,515,0
13012,金海莲,女,汉族,2017,2001-04-18,安徽省宣城市宁国市,城镇,共青团员,397,-1,0
13599,朱紫霜,男,汉族,2016,2002-11-02,云南省玉溪市元江哈尼族彝族傣族自治县,城镇,共青团员,398,-1,0
13685,时苑,男,汉族,2017,2002-05-22,山东省烟台市莱州市,城镇,共青团员,399,-1,0
14488,李文涛,男,汉族,2017,2001-07-18,贵州省毕节市纳雍县,城镇,共青团员,400,-1,0
13564,陈江霞,男,汉族,2016,2002-11-12,四川省南充市阆中市,城镇,共青团员,401,205,0
14489,蒋惠,男,汉族,2017,2001-09-25,四川省广元市剑阁县,城镇,共青团员,402,-1,0
14379,李之柔,女,汉族,2016,2001-08-01,山西省忻州市宁武县,城镇,共青团员,403,-1,0
13947,施绮菱,女,汉族,2017,2001-07-14,内蒙古自治区呼和浩特市和林格尔县,城镇,共青团员,404,402,0
13948,冯妍,女,汉族,2016,2002-07-15,广东省梅州市梅县区,城镇,共青团员,405,407,0
13949,卫银姣,男,汉族,2016,2002-09-22,上海市上海市徐汇区,城镇,共青团员,406,306,0
13950,于冰彤,男,汉族,2017,2001-05-11,河北省廊坊市固安县,城镇,共青团员,407,303,0
13951,吕太群,女,回族,2017,2002-03-22,吉林省通化市梅河口市,城镇,共青团员,408,-1,0
13952,秦英,男,汉族,2016,2002-07-06,河南省许昌市长葛市,城镇,共青团员,409,203,0
13953,孔之念,女,汉族,2016,2002-11-22,湖南省株洲市攸县,城镇,共青团员,410,-1,0
13954,杨瑶,男,汉族,2016,2002-10-11,广东省清远市清城区,城镇,共青团员,411,-1,0
13955,沈火英,女,汉族,2017,2002-06-08,四川省广元市苍溪县,城镇,共青团员,412,-1,0
13956,孙英,男,汉族,2017,2002-08-09,西藏自治区日喀则市定结县,城镇,共青团员,413,-1,0
13957,戚章洪,男,汉族,2017,2002-09-27,湖南省岳阳市岳阳县,城镇,共青团员,414,-1,0
13958,许梦,女,汉族,2016,2001-01-02,广东省深圳市罗湖区,城镇,共青团员,415,-1,0
13959,秦之念,女,汉族,2017,2002-03-14,西藏自治区阿里地区日土县,城镇,共青团员,416,-1,0
13960,孔半雪,女,汉族,2016,2001-05-20,内蒙古自治区鄂尔多斯市康巴什区,城镇,共青团员,417,-1,0
13961,沈秋菊,女,汉族,2016,2001-03-25,河南省商丘市商丘市,城镇,共青团员,418,-1,0
13962,吴恩珍,女,汉族,2017,2001-01-10,安徽省黄山市歙县,城镇,共青团员,419,-1,0
14548,钱小兰,男,汉族,2017,2002-04-13,湖南省张家界市桑植县,城镇,共青团员,420,-1,0
13963,尤耀文,女,汉族,2017,2001-07-25,福建省泉州市德化县,城镇,共青团员,421,407,0
13964,孔凝,女,汉族,2017,2002-04-11,河北省唐山市丰润区,城镇,共青团员,422,-1,0
13965,席卿,男,汉族,2016,2001-09-20,湖南省长沙市浏阳市,城镇,少先队员,423,303,0
13966,赵德群,女,汉族,2017,2002-03-11,云南省昆明市昆明市,城镇,共青团员,424,-1,0
13967,陈秋荣,女,汉族,2016,2001-01-21,广西壮族自治区桂林市恭城瑶族自治县,城镇,共青团员,425,-1,0
13968,金章洪,男,汉族,2017,2001-02-22,山西省运城市绛县,城镇,共青团员,426,-1,0
13969,严小兰,男,汉族,2017,2002-05-06,广东省珠海市香洲区,城镇,少先队员,427,-1,0
13970,沈文倩,男,汉族,2016,2002-03-18,山西省晋城市高平市,城镇,共青团员,428,-1,0
13971,戚春喜,女,汉族,2016,2001-05-18,湖北省黄冈市黄州区,城镇,共青团员,429,-1,0
